replacement_type,shared_shells,pair_count
B->A,210 244,4
B->A,211 221,4
B->A,211 229,4
B->A,226 236,4
B->A,229 235,4
B->A,230 232,4
B->A,232 246,4
B->A,241 253,4
B->A,64 90,4
B->A,68 108,4
B->A,68 76,4
B->A,76 116,4
B->A,82 88,4
C->A,100 108,4
C->A,100 118,4
C->A,100 140,4
C->A,100 190,4
C->A,102 148,4
C->A,130 144,4
C->A,130 166,4
C->A,130 190,4
C->A,130 210,4
C->A,131 153,4
C->A,131 169,4
C->A,132 250,4
C->A,133 137,4
C->A,133 157,4
C->A,133 233,4
C->A,136 138,4
C->A,136 154,4
C->A,136 246,4
C->A,137 147,4
C->A,137 219,4
C->A,138 180,4
C->A,139 145,4
C->A,139 225,4
C->A,139 241,4
C->A,141 149,4
C->A,141 225,4
C->A,144 170,4
C->A,144 178,4
C->A,144 226,4
C->A,144 250,4
C->A,145 187,4
C->A,145 211,4
C->A,147 197,4
C->A,147 245,4
C->A,148 230,4
C->A,149 235,4
C->A,153 163,4
C->A,153 187,4
C->A,153 203,4
C->A,155 185,4
C->A,157 171,4
C->A,157 195,4
C->A,157 243,4
C->A,163 197,4
C->A,164 166,4
C->A,164 190,4
C->A,164 230,4
C->A,166 180,4
C->A,166 244,4
C->A,169 187,4
C->A,173 213,4
C->A,177 229,4
C->A,178 196,4
C->A,178 238,4
C->A,181 211,4
C->A,181 235,4
C->A,184 202,4
C->A,187 233,4
C->A,193 249,4
C->A,195 197,4
C->A,197 203,4
C->A,197 243,4
C->A,197 249,4
C->A,198 232,4
C->A,203 225,4
C->A,203 233,4
C->A,205 219,4
C->A,205 227,4
C->A,210 212,4
C->A,210 244,4
C->A,211 225,4
C->A,213 229,4
C->A,219 233,4
C->A,221 235,4
C->A,221 251,4
C->A,225 253,4
C->A,226 238,4
C->A,227 233,4
C->A,227 245,4
C->A,228 250,4
C->A,230 232,4
C->A,233 253,4
C->A,238 250,4
C->A,245 253,4
C->A,64 106,4
C->A,64 90,4
C->A,68 108,4
C->A,70 148,4
C->A,76 244,4
C->A,82 88,4
C->A,88 232,4
C->A,90 192,4
B->A,100 172,3
B->A,106 176,3
B->A,108 116,3
B->A,108 148,3
B->A,132 164,3
B->A,132 178,3
B->A,132 202,3
B->A,133 205,3
B->A,136 238,3
B->A,137 253,3
B->A,139 181,3
B->A,139 193,3
B->A,147 157,3
B->A,148 246,3
B->A,154 226,3
B->A,157 187,3
B->A,160 198,3
B->A,163 229,3
B->A,163 233,3
B->A,163 241,3
B->A,164 196,3
B->A,166 232,3
B->A,169 211,3
B->A,174 232,3
B->A,178 184,3
B->A,178 228,3
B->A,187 229,3
B->A,187 241,3
B->A,190 226,3
B->A,193 213,3
B->A,193 217,3
B->A,193 219,3
B->A,196 226,3
B->A,196 250,3
B->A,214 250,3
B->A,64 170,3
B->A,64 202,3
B->A,76 148,3
B->A,80 120,3
B->A,88 208,3
B->A,97 163,3
C->A,100 196,3
C->A,108 116,3
C->A,108 148,3
C->A,108 180,3
C->A,132 178,3
C->A,132 226,3
C->A,133 245,3
C->A,136 174,3
C->A,136 214,3
C->A,136 238,3
C->A,137 163,3
C->A,137 179,3
C->A,137 243,3
C->A,138 244,3
C->A,139 181,3
C->A,142 226,3
C->A,145 147,3
C->A,145 163,3
C->A,147 173,3
C->A,147 193,3
C->A,148 246,3
C->A,154 244,3
C->A,155 169,3
C->A,157 177,3
C->A,157 213,3
C->A,157 253,3
C->A,163 173,3
C->A,163 185,3
C->A,163 229,3
C->A,163 233,3
C->A,164 198,3
C->A,164 246,3
C->A,169 179,3
C->A,169 219,3
C->A,170 196,3
C->A,174 212,3
C->A,174 232,3
C->A,178 184,3
C->A,180 214,3
C->A,180 238,3
C->A,181 187,3
C->A,187 197,3
C->A,193 195,3
C->A,193 217,3
C->A,193 219,3
C->A,193 227,3
C->A,193 243,3
C->A,197 235,3
C->A,202 228,3
C->A,205 211,3
C->A,205 235,3
C->A,208 210,3
C->A,212 214,3
C->A,214 244,3
C->A,214 250,3
C->A,225 251,3
C->A,233 235,3
C->A,233 243,3
C->A,64 202,3
C->A,68 172,3
C->A,76 100,3
C->A,80 120,3
B->A,106 192,2
B->A,120 208,2
B->A,130 132,2
B->A,130 190,2
B->A,130 204,2
B->A,132 212,2
B->A,132 244,2
B->A,136 166,2
B->A,137 235,2
B->A,138 160,2
B->A,138 208,2
B->A,140 164,2
B->A,140 212,2
B->A,140 244,2
B->A,142 148,2
B->A,144 170,2
B->A,144 178,2
B->A,144 250,2
B->A,145 187,2
B->A,148 154,2
B->A,160 214,2
B->A,163 181,2
B->A,163 205,2
B->A,164 172,2
B->A,164 204,2
B->A,164 236,2
B->A,169 177,2
B->A,169 253,2
B->A,172 180,2
B->A,172 226,2
B->A,174 208,2
B->A,177 193,2
B->A,177 197,2
B->A,178 196,2
B->A,180 204,2
B->A,180 236,2
B->A,190 202,2
B->A,190 212,2
B->A,193 235,2
B->A,196 202,2
B->A,202 204,2
B->A,204 226,2
B->A,208 238,2
B->A,212 228,2
B->A,212 236,2
B->A,226 228,2
B->A,228 244,2
B->A,229 253,2
B->A,236 244,2
B->A,238 244,2
B->A,80 144,2
B->A,80 88,2
B->A,90 192,2
C->A,106 192,2
C->A,130 132,2
C->A,130 228,2
C->A,132 180,2
C->A,132 244,2
C->A,136 210,2
C->A,137 155,2
C->A,137 187,2
C->A,137 235,2
C->A,138 160,2
C->A,142 212,2
C->A,144 202,2
C->A,145 253,2
C->A,147 229,2
C->A,149 163,2
C->A,163 181,2
C->A,163 221,2
C->A,169 253,2
C->A,170 176,2
C->A,174 180,2
C->A,176 202,2
C->A,176 250,2
C->A,177 193,2
C->A,177 197,2
C->A,187 205,2
C->A,193 235,2
C->A,196 212,2
C->A,197 253,2
C->A,198 212,2
C->A,202 214,2
C->A,205 253,2
C->A,211 221,2
C->A,212 228,2
C->A,214 226,2
C->A,228 244,2
C->A,229 235,2
C->A,232 238,2
C->A,235 245,2
C->A,241 253,2
C->A,64 130,2
C->A,64 82,2
C->A,80 144,2
C->A,80 176,2
C->A,80 184,2
C->A,80 88,2
C->A,88 160,2
B->A,132 148,1
B->A,136 142,1
B->A,136 144,1
B->A,140 180,1
B->A,142 244,1
B->A,144 202,1
B->A,144 208,1
B->A,148 190,1
B->A,148 198,1
B->A,148 204,1
B->A,148 236,1
B->A,157 163,1
B->A,160 190,1
B->A,160 238,1
B->A,163 169,1
B->A,163 193,1
B->A,169 235,1
B->A,176 178,1
B->A,180 228,1
B->A,184 226,1
B->A,190 244,1
B->A,196 244,1
B->A,204 212,1
B->A,204 244,1
B->A,205 253,1
B->A,208 214,1
B->A,214 232,1
C->A,132 148,1
C->A,136 142,1
C->A,136 166,1
C->A,136 184,1
C->A,137 253,1
C->A,148 190,1
C->A,148 198,1
C->A,154 208,1
C->A,163 169,1
C->A,163 245,1
C->A,164 196,1
C->A,170 192,1
C->A,176 178,1
C->A,192 250,1
C->A,196 202,1
C->A,196 244,1
C->A,212 238,1
C->A,214 232,1
C->A,238 244,1
C->A,64 160,1
C->A,64 178,1
